fips SCC Pollutant Emissions type year
22033 220108017T PM25-PRI 0.0005442626 ON-ROAD 2002
22035 220107021X PM25-PRI 0.01 ON-ROAD 2002
22037 223007521T PM25-PRI 0.0005223579 ON-ROAD 2002
22039 220100111T PM25-PRI 0.04 ON-ROAD 2002
22039 223007529T PM25-PRI 8.81643e-05 ON-ROAD 2002
22041 220104033T PM25-PRI 0.0003626432 ON-ROAD 2002
22041 223007517T PM25-PRI 0.000790497 ON-ROAD 2002
22043 223006015X PM25-PRI 0.01 ON-ROAD 2002
22045 220102029X PM25-PRI 0.17 ON-ROAD 2002
22045 223000119B PM25-PRI 0.0002361852 ON-ROAD 2002
22045 223006013T PM25-PRI 0.0002486847 ON-ROAD 2002
22045 223006015T PM25-PRI 0.0002478037 ON-ROAD 2002
22049 223000133B PM25-PRI 9.4004459e-06 ON-ROAD 2002
22049 223007133T PM25-PRI 2.51268e-05 ON-ROAD 2002
22051 223007323T PM25-PRI 0.03 ON-ROAD 2002
22055 220108011T PM25-PRI 0.0001436448 ON-ROAD 2002
22057 220100119X PM25-PRI 0.2 ON-ROAD 2002
22057 223006033B PM25-PRI 0.0001075376 ON-ROAD 2002
22059 223000133B PM25-PRI 7.6378626e-06 ON-ROAD 2002
22061 223007121B PM25-PRI 0.0016024827 ON-ROAD 2002
22063 220107023T PM25-PRI 0.0054864171 ON-ROAD 2002
22065 220102013X PM25-PRI 0.02 ON-ROAD 2002
22065 220104013B PM25-PRI 0.0052198262 ON-ROAD 2002
22067 220104029T PM25-PRI 0.0038870062 ON-ROAD 2002
22067 220108033B PM25-PRI 7.94415e-05 ON-ROAD 2002
22069 220107031T PM25-PRI 0.0005985792 ON-ROAD 2002
22077 223006029X PM25-PRI 0.0033473995 ON-ROAD 2002
22079 220107021X PM25-PRI 0.27 ON-ROAD 2002
22079 223006023T PM25-PRI 0.0002143194 ON-ROAD 2002
22081 223007117T PM25-PRI 0.0004926179 ON-ROAD 2002
22083 220100117B PM25-PRI 0.18 ON-ROAD 2002
22083 220102033B PM25-PRI 0.0033511395 ON-ROAD 2002
22085 223007517T PM25-PRI 0.0011252568 ON-ROAD 2002
22085 223007521B PM25-PRI 0.0010887993 ON-ROAD 2002
22087 223006033T PM25-PRI 5.72692e-05 ON-ROAD 2002
22087 223007231B PM25-PRI 0.0006156648 ON-ROAD 2002
22089 220102027T PM25-PRI 0.03 ON-ROAD 2002
22089 223007329X PM25-PRI 0.23 ON-ROAD 2002
22093 220107015X PM25-PRI 0.06 ON-ROAD 2002
22093 223000121X PM25-PRI 0.0040094728 ON-ROAD 2002
22093 223007517T PM25-PRI 0.0004060202 ON-ROAD 2002
22095 223007131X PM25-PRI 0.02 ON-ROAD 2002
22097 220108029X PM25-PRI 0.0031126381 ON-ROAD 2002
22097 220108031B PM25-PRI 0.0003630771 ON-ROAD 2002
22099 220107029B PM25-PRI 0.0040616715 ON-ROAD 2002
22101 220102031B PM25-PRI 0.02 ON-ROAD 2002
22105 220107029B PM25-PRI 0.01 ON-ROAD 2002
22111 220107015T PM25-PRI 0.0054113847 ON-ROAD 2002
22111 223007421B PM25-PRI 0.0092178638 ON-ROAD 2002
22117 223007227X PM25-PRI 0.01 ON-ROAD 2002
22121 223007419T PM25-PRI 0.0051112631 ON-ROAD 2002
22121 223007423B PM25-PRI 0.0083506944 ON-ROAD 2002
22125 220100117B PM25-PRI 0.21 ON-ROAD 2002
22127 223007131B PM25-PRI 0.0001187895 ON-ROAD 2002
23001 220100121X PM25-PRI 0.21 ON-ROAD 2002
23001 220108019X PM25-PRI 0.0027905336 ON-ROAD 2002
23001 223000119X PM25-PRI 0.0098402174 ON-ROAD 2002
23001 223006013X PM25-PRI 0.02 ON-ROAD 2002
23001 223007515B PM25-PRI 0.00116044 ON-ROAD 2002
23003 220102013B PM25-PRI 0.2 ON-ROAD 2002
23003 223007421B PM25-PRI 0.01 ON-ROAD 2002
23009 220100131X PM25-PRI 0.04 ON-ROAD 2002
23009 220107029X PM25-PRI 0.02 ON-ROAD 2002
23009 223007217X PM25-PRI 0.25 ON-ROAD 2002
23011 223007333X PM25-PRI 0.14 ON-ROAD 2002
23011 223007429T PM25-PRI 0.02 ON-ROAD 2002
23013 223007227X PM25-PRI 0.01 ON-ROAD 2002
23019 220108023X PM25-PRI 0.0096677295 ON-ROAD 2002
23019 223007221T PM25-PRI 0.002689215 ON-ROAD 2002
23019 223007517X PM25-PRI 0.94 ON-ROAD 2002
23021 220107019T PM25-PRI 0.0011275193 ON-ROAD 2002
23023 223006019B PM25-PRI 0.0002409402 ON-ROAD 2002
23023 223007333X PM25-PRI 0.03 ON-ROAD 2002
23025 220107017T PM25-PRI 0.01 ON-ROAD 2002
23025 223007119T PM25-PRI 0.0003270895 ON-ROAD 2002
23027 220100111B PM25-PRI 0.01 ON-ROAD 2002
23027 223007517B PM25-PRI 0.0024318728 ON-ROAD 2002
23029 223007517X PM25-PRI 0.55 ON-ROAD 2002
23031 220104025T PM25-PRI 0.0012005805 ON-ROAD 2002
23031 223000127T PM25-PRI 0.0001884699 ON-ROAD 2002
23031 223007129B PM25-PRI 0.0055031314 ON-ROAD 2002
24001 220108029T PM25-PRI 0.0001901562 ON-ROAD 2002
24003 220100127B PM25-PRI 2.31 ON-ROAD 2002
24003 223007521X PM25-PRI 0.32 ON-ROAD 2002
24005 220100121T PM25-PRI 0.09 ON-ROAD 2002
24005 220102015T PM25-PRI 0.09 ON-ROAD 2002
24005 220107031X PM25-PRI 0.44 ON-ROAD 2002
24005 220108013T PM25-PRI 0.0006220379 ON-ROAD 2002
24005 223007533T PM25-PRI 0.01 ON-ROAD 2002
24013 220102017B PM25-PRI 0.28 ON-ROAD 2002
24015 220108017T PM25-PRI 0.0003600029 ON-ROAD 2002
24015 223007411B PM25-PRI 0.15 ON-ROAD 2002
24021 220100117B PM25-PRI 0.84 ON-ROAD 2002
24021 223007333T PM25-PRI 0.0014772469 ON-ROAD 2002
24021 223007427X PM25-PRI 1.04 ON-ROAD 2002
24027 223007323T PM25-PRI 0.02 ON-ROAD 2002
24031 220102021B PM25-PRI 0.11 ON-ROAD 2002
24031 223007129X PM25-PRI 0.73 ON-ROAD 2002
24035 220100119X PM25-PRI 0.16 ON-ROAD 2002
24035 220107013X PM25-PRI 0.92 ON-ROAD 2002
24035 220108015T PM25-PRI 0.0002630266 ON-ROAD 2002
24037 223007229B PM25-PRI 0.0003219354 ON-ROAD 2002
24037 223007315X PM25-PRI 0.91 ON-ROAD 2002
24039 223007117X PM25-PRI 0.06 ON-ROAD 2002
24039 223007321T PM25-PRI 0.0015193449 ON-ROAD 2002
24041 223007127T PM25-PRI 0.0010000013 ON-ROAD 2002
24041 223007419B PM25-PRI 0.0034184464 ON-ROAD 2002
24041 223007429T PM25-PRI 0.0020822023 ON-ROAD 2002
24043 220102015B PM25-PRI 0.3 ON-ROAD 2002
24043 223007333B PM25-PRI 0.003639989 ON-ROAD 2002
24045 220100119B PM25-PRI 0.14 ON-ROAD 2002
24047 220107027B PM25-PRI 0.0075383529 ON-ROAD 2002
24510 220100125B PM25-PRI 0.41 ON-ROAD 2002
25003 223000111X PM25-PRI 0.05 ON-ROAD 2002
25005 220107029X PM25-PRI 0.97 ON-ROAD 2002
25011 220104027X PM25-PRI 0.01 ON-ROAD 2002
25011 223007511T PM25-PRI 0.0031546636 ON-ROAD 2002
25013 220100123T PM25-PRI 1.36 ON-ROAD 2002
25013 220104011B PM25-PRI 0.17 ON-ROAD 2002
25013 223007225T PM25-PRI 0.0010767597 ON-ROAD 2002
25013 223007419T PM25-PRI 0.03 ON-ROAD 2002
25015 220100129B PM25-PRI 1.05 ON-ROAD 2002
25015 220107019X PM25-PRI 0.22 ON-ROAD 2002
25017 223007517T PM25-PRI 0.0002141117 ON-ROAD 2002
25019 220102021T PM25-PRI 0.0078949884 ON-ROAD 2002
25019 220107021T PM25-PRI 0.0010742576 ON-ROAD 2002
25023 220104021X PM25-PRI 0.06 ON-ROAD 2002
25023 223007429X PM25-PRI 4.62 ON-ROAD 2002
25023 223007511B PM25-PRI 0.0061468433 ON-ROAD 2002
25027 223007119T PM25-PRI 0.0048896495 ON-ROAD 2002
25027 223007433T PM25-PRI 0.11 ON-ROAD 2002
25027 223007529B PM25-PRI 0.0087460527 ON-ROAD 2002
25027 223007531T PM25-PRI 0.0019134142 ON-ROAD 2002
26001 223007419X PM25-PRI 0.39 ON-ROAD 2002
26005 220104033T PM25-PRI 0.000468901 ON-ROAD 2002
26005 220108019X PM25-PRI 0.0029266609 ON-ROAD 2002
26007 220102015B PM25-PRI 0.03 ON-ROAD 2002
26007 220108015X PM25-PRI 0.00173081 ON-ROAD 2002
26007 223000133X PM25-PRI 0.0035395181 ON-ROAD 2002
26009 223007113X PM25-PRI 0.17 ON-ROAD 2002
26017 220104033T PM25-PRI 0.01 ON-ROAD 2002
26017 223007527X PM25-PRI 0.43 ON-ROAD 2002
26025 220102031B PM25-PRI 0.19 ON-ROAD 2002
26025 223000121X PM25-PRI 0.0072940626 ON-ROAD 2002
26029 220104013X PM25-PRI 0.18 ON-ROAD 2002
26035 223007519X PM25-PRI 0.02 ON-ROAD 2002
26039 220107019T PM25-PRI 0.0003535748 ON-ROAD 2002
26039 220108011B PM25-PRI 0.0047230404 ON-ROAD 2002
26043 223007221X PM25-PRI 0.01 ON-ROAD 2002
26045 223007127X PM25-PRI 0.13 ON-ROAD 2002
26053 220102013B PM25-PRI 0.13 ON-ROAD 2002
26053 223006017X PM25-PRI 0.0084732549 ON-ROAD 2002
26053 223007221X PM25-PRI 0.01 ON-ROAD 2002
26055 223007129T PM25-PRI 0.0015384667 ON-ROAD 2002
26055 223007427T PM25-PRI 0.05 ON-ROAD 2002
26055 223007433X PM25-PRI 0.54 ON-ROAD 2002
26061 220102015T PM25-PRI 0.03 ON-ROAD 2002
26063 220102015T PM25-PRI 0.06 ON-ROAD 2002
26065 223007325X PM25-PRI 0.56 ON-ROAD 2002
26067 223007421X PM25-PRI 0.72 ON-ROAD 2002
26069 220108027T PM25-PRI 0.000128864 ON-ROAD 2002
26075 223007431X PM25-PRI 2.38 ON-ROAD 2002
26077 223007333B PM25-PRI 0.01 ON-ROAD 2002
26077 223007423B PM25-PRI 0.08 ON-ROAD 2002
26081 223007427X PM25-PRI 31.37 ON-ROAD 2002
26085 223007215T PM25-PRI 0.0005375785 ON-ROAD 2002
26087 220102021X PM25-PRI 0.16 ON-ROAD 2002
26087 220107011X PM25-PRI 0.61 ON-ROAD 2002
26089 223007321B PM25-PRI 0.0029351917 ON-ROAD 2002
26093 223000113B PM25-PRI 0.0028782873 ON-ROAD 2002
26093 223007311X PM25-PRI 3.01 ON-ROAD 2002
26095 220108017B PM25-PRI 0.000471951 ON-ROAD 2002
26099 223007413B PM25-PRI 0.01 ON-ROAD 2002
26101 223000121B PM25-PRI 7.34407e-05 ON-ROAD 2002
26103 220100129X PM25-PRI 0.29 ON-ROAD 2002
26103 223000119B PM25-PRI 2.46761e-05 ON-ROAD 2002
26103 223000127X PM25-PRI 0.02 ON-ROAD 2002
26105 223000127X PM25-PRI 0.0037321448 ON-ROAD 2002
26111 220100129T PM25-PRI 0.17 ON-ROAD 2002
26111 220108033X PM25-PRI 0.0042230105 ON-ROAD 2002
26115 223000115B PM25-PRI 0.0024264802 ON-ROAD 2002
26115 223007123B PM25-PRI 0.02 ON-ROAD 2002
26115 223007417X PM25-PRI 4.51 ON-ROAD 2002
26115 223007529X PM25-PRI 0.59 ON-ROAD 2002
26117 223007219B PM25-PRI 0.0003310589 ON-ROAD 2002
26119 220108017T PM25-PRI 0.0001243525 ON-ROAD 2002
26121 223007519B PM25-PRI 0.0006001868 ON-ROAD 2002
26127 223007113T PM25-PRI 0.0019958189 ON-ROAD 2002
26129 220108011X PM25-PRI 0.0067310809 ON-ROAD 2002
26133 220104013T PM25-PRI 0.04 ON-ROAD 2002
26137 220104019T PM25-PRI 0.0013284486 ON-ROAD 2002
26137 220108013T PM25-PRI 0.0004374386 ON-ROAD 2002
26139 220100123B PM25-PRI 0.33 ON-ROAD 2002
26141 223007513X PM25-PRI 0.13 ON-ROAD 2002
26145 220100115B PM25-PRI 0.69 ON-ROAD 2002
26145 220108013B PM25-PRI 0.0042010696 ON-ROAD 2002
26145 223000133T PM25-PRI 0.0002736565 ON-ROAD 2002
26145 223006021B PM25-PRI 0.0008620959 ON-ROAD 2002
26145 223007231B PM25-PRI 0.0029260205 ON-ROAD 2002
26145 223007315X PM25-PRI 1.39 ON-ROAD 2002
26147 223007123X PM25-PRI 0.31 ON-ROAD 2002
26147 223007311T PM25-PRI 0.01 ON-ROAD 2002
26149 223007129X PM25-PRI 0.06 ON-ROAD 2002
26149 223007219B PM25-PRI 0.0010772648 ON-ROAD 2002
26149 223007415T PM25-PRI 0.05 ON-ROAD 2002
26149 223007419B PM25-PRI 0.0084700405 ON-ROAD 2002
26149 223007521B PM25-PRI 0.0007188149 ON-ROAD 2002
26151 220108013X PM25-PRI 0.01 ON-ROAD 2002
26151 223007313B PM25-PRI 0.01 ON-ROAD 2002
26155 223006029B PM25-PRI 0.0007410279 ON-ROAD 2002
26159 220100131T PM25-PRI 0.01 ON-ROAD 2002
26161 220100121X PM25-PRI 0.15 ON-ROAD 2002
26161 223006033T PM25-PRI 0.0014603527 ON-ROAD 2002
26161 223007429T PM25-PRI 0.21 ON-ROAD 2002
26163 220102011B PM25-PRI 0.1 ON-ROAD 2002
26163 223000129B PM25-PRI 0.06 ON-ROAD 2002
26163 223006027X PM25-PRI 3.12 ON-ROAD 2002
26163 223007433T PM25-PRI 1.16 ON-ROAD 2002
26163 223007529B PM25-PRI 0.03 ON-ROAD 2002
27003 223006015B PM25-PRI 0.0009095476 ON-ROAD 2002
27005 220108033X PM25-PRI 0.00118171 ON-ROAD 2002
27007 220102015T PM25-PRI 0.04 ON-ROAD 2002
27017 223007423X PM25-PRI 0.47 ON-ROAD 2002
27017 223007427T PM25-PRI 0.0091262698 ON-ROAD 2002
27019 220102013X PM25-PRI 0.2 ON-ROAD 2002
27023 220102027T PM25-PRI 0.0078053395 ON-ROAD 2002
27029 220108013B PM25-PRI 0.001065147 ON-ROAD 2002
27031 220108017X PM25-PRI 0.0017152879 ON-ROAD 2002
27041 220100115X PM25-PRI 0.22 ON-ROAD 2002
27043 220102017B PM25-PRI 0.09 ON-ROAD 2002
27043 220104017T PM25-PRI 0.01 ON-ROAD 2002
27045 220107013B PM25-PRI 0.01 ON-ROAD 2002
27045 220108017X PM25-PRI 0.0045719699 ON-ROAD 2002
27045 223000121T PM25-PRI 3.86241e-05 ON-ROAD 2002
27045 223007313B PM25-PRI 0.0062420933 ON-ROAD 2002
27045 223007317X PM25-PRI 0.28 ON-ROAD 2002
27047 223006019X PM25-PRI 0.008482069 ON-ROAD 2002
27049 223007519B PM25-PRI 0.000293054 ON-ROAD 2002
27059 220104029B PM25-PRI 0.0010841711 ON-ROAD 2002
27061 220107021X PM25-PRI 0.2 ON-ROAD 2002
27061 223007329X PM25-PRI 0.04 ON-ROAD 2002
27061 223007519T PM25-PRI 0.0001799714 ON-ROAD 2002
27065 223006021T PM25-PRI 6.26046e-05 ON-ROAD 2002
27065 223007419B PM25-PRI 0.0024063342 ON-ROAD 2002
27071 220102015B PM25-PRI 0.04 ON-ROAD 2002
27071 223006017X PM25-PRI 0.0066631513 ON-ROAD 2002
27075 223007517X PM25-PRI 0.07 ON-ROAD 2002
27077 220100117X PM25-PRI 0.03 ON-ROAD 2002
27077 220104021B PM25-PRI 0.0064484231 ON-ROAD 2002
27077 223006019X PM25-PRI 0.000708734 ON-ROAD 2002
27083 223000119T PM25-PRI 1.05951e-05 ON-ROAD 2002
27085 223007421X PM25-PRI 0.81 ON-ROAD 2002
27089 223007517T PM25-PRI 0.0002104635 ON-ROAD 2002
27091 220100115B PM25-PRI 0.05 ON-ROAD 2002
27091 223000129X PM25-PRI 0.0012479682 ON-ROAD 2002
27093 220100127T PM25-PRI 0.0094336596 ON-ROAD 2002
27093 223007231T PM25-PRI 2.41355e-05 ON-ROAD 2002
27095 223007315T PM25-PRI 0.0030488029 ON-ROAD 2002
27097 223007415T PM25-PRI 0.02 ON-ROAD 2002
27103 220107017B PM25-PRI 0.0068934052 ON-ROAD 2002
27105 220100131T PM25-PRI 0.0037487486 ON-ROAD 2002
27107 223006019X PM25-PRI 0.0017291145 ON-ROAD 2002
27107 223007221B PM25-PRI 0.0008179446 ON-ROAD 2002
27109 220102013B PM25-PRI 0.37 ON-ROAD 2002
27109 223007313X PM25-PRI 1.12 ON-ROAD 2002
27111 223007323T PM25-PRI 0.0003445229 ON-ROAD 2002
27115 223007211T PM25-PRI 0.0064267654 ON-ROAD 2002
27117 220100121B PM25-PRI 0.05 ON-ROAD 2002
27117 220104015B PM25-PRI 0.01 ON-ROAD 2002
27117 223007421X PM25-PRI 0.43 ON-ROAD 2002
27121 223007313T PM25-PRI 0.0016105344 ON-ROAD 2002
27123 220102025T PM25-PRI 0.22 ON-ROAD 2002
27123 223007417B PM25-PRI 0.0005126615 ON-ROAD 2002
27125 223007513B PM25-PRI 0.0001515182 ON-ROAD 2002
27131 223007233T PM25-PRI 0.0007703476 ON-ROAD 2002
27137 220100111X PM25-PRI 0.1 ON-ROAD 2002
27139 220102011B PM25-PRI 0.14 ON-ROAD 2002
27139 220108029T PM25-PRI 0.0008068072 ON-ROAD 2002
27141 220102021B PM25-PRI 0.09 ON-ROAD 2002
27141 220108013X PM25-PRI 0.03 ON-ROAD 2002
27141 223000131B PM25-PRI 4.34824e-05 ON-ROAD 2002
27145 220100131X PM25-PRI 0.14 ON-ROAD 2002
27145 223006015B PM25-PRI 0.0009330229 ON-ROAD 2002
27145 223007219T PM25-PRI 0.0013592587 ON-ROAD 2002
27145 223007227X PM25-PRI 0.11 ON-ROAD 2002
27147 223007233T PM25-PRI 0.0005498232 ON-ROAD 2002
27153 223000115T PM25-PRI 1.85368e-05 ON-ROAD 2002
27155 220104021T PM25-PRI 0.0027242822 ON-ROAD 2002
27155 223007215X PM25-PRI 0.01 ON-ROAD 2002
27157 220108019B PM25-PRI 0.0004537244 ON-ROAD 2002
27157 223000113T PM25-PRI 5.0325e-05 ON-ROAD 2002
27159 223007519X PM25-PRI 0.02 ON-ROAD 2002
27161 220107021T PM25-PRI 0.0015614399 ON-ROAD 2002
27163 220100123X PM25-PRI 1.29 ON-ROAD 2002
27165 223006021T PM25-PRI 6.61385e-05 ON-ROAD 2002
27167 223007519B PM25-PRI 7.4585e-05 ON-ROAD 2002
27173 220102015T PM25-PRI 0.02 ON-ROAD 2002
27173 220104019T PM25-PRI 0.0021821103 ON-ROAD 2002
27173 223007113B PM25-PRI 0.0015496042 ON-ROAD 2002
28001 220104029T PM25-PRI 0.0007945083 ON-ROAD 2002
28001 223007531X PM25-PRI 0.0080121748 ON-ROAD 2002
28003 223007425T PM25-PRI 0.01 ON-ROAD 2002
28007 220100119B PM25-PRI 0.002183698 ON-ROAD 2002
28007 223007533T PM25-PRI 4.24255e-05 ON-ROAD 2002
28011 223007133T PM25-PRI 0.0001214463 ON-ROAD 2002
28013 223007221B PM25-PRI 0.0008479345 ON-ROAD 2002
28013 223007315T PM25-PRI 0.0060380626 ON-ROAD 2002
28019 223000117B PM25-PRI 0.000841924 ON-ROAD 2002
28021 220102021T PM25-PRI 0.01 ON-ROAD 2002
28025 223000113B PM25-PRI 0.0024141422 ON-ROAD 2002
28025 223006031B PM25-PRI 9.10858e-05 ON-ROAD 2002
28025 223007115B PM25-PRI 0.0031320449 ON-ROAD 2002
28025 223007317T PM25-PRI 0.0015126566 ON-ROAD 2002
28033 220104017B PM25-PRI 0.01 ON-ROAD 2002
28033 223007431X PM25-PRI 0.45 ON-ROAD 2002
28035 223000119X PM25-PRI 0.02 ON-ROAD 2002
28037 223007113B PM25-PRI 0.0069391908 ON-ROAD 2002
28043 220107031T PM25-PRI 0.0003751786 ON-ROAD 2002
28045 220102031T PM25-PRI 0.0080806721 ON-ROAD 2002
28049 223000123X PM25-PRI 1.8 ON-ROAD 2002
28049 223006017B PM25-PRI 0.0019998041 ON-ROAD 2002
28053 223007313X PM25-PRI 0.41 ON-ROAD 2002
28057 220107019X PM25-PRI 0.0016148741 ON-ROAD 2002
28059 220102027X PM25-PRI 0.66 ON-ROAD 2002
28059 223007231X PM25-PRI 0.03 ON-ROAD 2002
28067 220102031X PM25-PRI 0.1 ON-ROAD 2002
28071 223007413X PM25-PRI 5.96 ON-ROAD 2002
28075 223006015X PM25-PRI 0.06 ON-ROAD 2002
28079 220107019B PM25-PRI 0.0002797081 ON-ROAD 2002
28081 223007325B PM25-PRI 0.03 ON-ROAD 2002
28087 223007329B PM25-PRI 0.0021431838 ON-ROAD 2002
28089 223007123T PM25-PRI 0.004723401 ON-ROAD 2002
28089 223007231T PM25-PRI 0.0002479606 ON-ROAD 2002
28089 223007423T PM25-PRI 0.11 ON-ROAD 2002
28089 223007513X PM25-PRI 0.13 ON-ROAD 2002
28093 223007221T PM25-PRI 0.0004225249 ON-ROAD 2002
28095 220102013T PM25-PRI 0.06 ON-ROAD 2002
28095 220108015B PM25-PRI 0.0015582621 ON-ROAD 2002
28097 220102021T PM25-PRI 0.02 ON-ROAD 2002
28097 220108011X PM25-PRI 0.0036518588 ON-ROAD 2002
28097 223007523X PM25-PRI 0.005079456 ON-ROAD 2002
28099 223006031T PM25-PRI 6.18942e-05 ON-ROAD 2002
28099 223007233X PM25-PRI 0.0050549039 ON-ROAD 2002
28101 223007215T PM25-PRI 0.0017119199 ON-ROAD 2002
28105 220108019X PM25-PRI 0.0009722079 ON-ROAD 2002
28107 220108013B PM25-PRI 0.0010309951 ON-ROAD 2002
28109 223006015X PM25-PRI 0.06 ON-ROAD 2002
28109 223007521X PM25-PRI 0.06 ON-ROAD 2002
28113 220100111X PM25-PRI 0.53 ON-ROAD 2002
28113 220102011T PM25-PRI 0.04 ON-ROAD 2002
28113 220108015T PM25-PRI 2.75604e-05 ON-ROAD 2002
28121 223006021B PM25-PRI 0.0026168447 ON-ROAD 2002
28121 223007521B PM25-PRI 0.0004827335 ON-ROAD 2002
28123 220108033B PM25-PRI 0.0001571176 ON-ROAD 2002
28127 220102019T PM25-PRI 0.0004108898 ON-ROAD 2002
28127 223000117T PM25-PRI 0.0010505317 ON-ROAD 2002
28131 223007121T PM25-PRI 0.0003345835 ON-ROAD 2002
28131 223007521T PM25-PRI 0.0001282711 ON-ROAD 2002
28137 223007315X PM25-PRI 0.46 ON-ROAD 2002
28139 220104031T PM25-PRI 0.0002023747 ON-ROAD 2002
28139 223000131X PM25-PRI 0.01 ON-ROAD 2002
28139 223007215T PM25-PRI 0.0023410785 ON-ROAD 2002
28149 220100119X PM25-PRI 0.04 ON-ROAD 2002
28149 223007313B PM25-PRI 0.01 ON-ROAD 2002
28151 223007233X PM25-PRI 0.02 ON-ROAD 2002
28151 223007319B PM25-PRI 1.41115e-05 ON-ROAD 2002
28151 223007529B PM25-PRI 0.0002801261 ON-ROAD 2002
28155 220107015X PM25-PRI 0.08 ON-ROAD 2002
28155 223007117T PM25-PRI 0.0006003987 ON-ROAD 2002
28163 223000119X PM25-PRI 0.0092590157 ON-ROAD 2002
29003 223000129B PM25-PRI 3.05515e-05 ON-ROAD 2002
29005 223006019T PM25-PRI 5.7269088e-06 ON-ROAD 2002
29013 223006019T PM25-PRI 2.33484e-05 ON-ROAD 2002
29013 223007313B PM25-PRI 0.01 ON-ROAD 2002
29019 223000113X PM25-PRI 0.03 ON-ROAD 2002
29021 223007121B PM25-PRI 0.0011367336 ON-ROAD 2002
29023 220104027T PM25-PRI 0.01 ON-ROAD 2002
29023 220108031X PM25-PRI 0.000892944 ON-ROAD 2002
29025 223000121X PM25-PRI 0.0041582586 ON-ROAD 2002
29027 223006021T PM25-PRI 0.0002511048 ON-ROAD 2002
29029 223000121B PM25-PRI 0.0002831873 ON-ROAD 2002
29031 220100123X PM25-PRI 0.17 ON-ROAD 2002
29031 220108029T PM25-PRI 0.0003046879 ON-ROAD 2002
29031 223006027T PM25-PRI 0.0003035242 ON-ROAD 2002
29033 220102017B PM25-PRI 0.06 ON-ROAD 2002
29035 220100119X PM25-PRI 0.01 ON-ROAD 2002
29039 223007233T PM25-PRI 0.0001504294 ON-ROAD 2002
29043 223007117T PM25-PRI 0.0032459883 ON-ROAD 2002
29045 220102021X PM25-PRI 0.06 ON-ROAD 2002
29063 223007327T PM25-PRI 0.0004562768 ON-ROAD 2002
29065 220108033X PM25-PRI 0.0021304074 ON-ROAD 2002
29067 223007221B PM25-PRI 0.0011078422 ON-ROAD 2002
29069 220102033B PM25-PRI 0.07 ON-ROAD 2002
29069 223007527B PM25-PRI 0.0004557192 ON-ROAD 2002
29071 220100113T PM25-PRI 0.34 ON-ROAD 2002
29071 220108023T PM25-PRI 0.0003557264 ON-ROAD 2002
29075 220107019T PM25-PRI 0.0001259777 ON-ROAD 2002
29075 223007419T PM25-PRI 0.0007272042 ON-ROAD 2002
29077 220108021B PM25-PRI 0.0030947507 ON-ROAD 2002
29083 220107021T PM25-PRI 0.0031848277 ON-ROAD 2002
29083 220107031X PM25-PRI 0.02 ON-ROAD 2002
29087 223000121B PM25-PRI 3.76016e-05 ON-ROAD 2002
29089 223007515T PM25-PRI 0.0001627414 ON-ROAD 2002
29093 220100133X PM25-PRI 0.03 ON-ROAD 2002
29093 223007521T PM25-PRI 0.000211465 ON-ROAD 2002
29095 223007231B PM25-PRI 0.0066417609 ON-ROAD 2002
29097 223007331X PM25-PRI 0.16 ON-ROAD 2002
29099 223007417T PM25-PRI 0.11 ON-ROAD 2002
29101 223007319T PM25-PRI 0.0003894884 ON-ROAD 2002
29103 220107013X PM25-PRI 0.06 ON-ROAD 2002
29109 220108017B PM25-PRI 0.0028470058 ON-ROAD 2002
29109 220108027B PM25-PRI 0.000933879 ON-ROAD 2002
29111 220100113X PM25-PRI 0.25 ON-ROAD 2002
29115 223007433B PM25-PRI 0.0033552106 ON-ROAD 2002
29117 223007131B PM25-PRI 0.000254633 ON-ROAD 2002
29121 223006033B PM25-PRI 0.0001845229 ON-ROAD 2002
29125 220107017B PM25-PRI 0.0078388812 ON-ROAD 2002
29125 223007121X PM25-PRI 0.03 ON-ROAD 2002
29129 220104021B PM25-PRI 0.0059221108 ON-ROAD 2002
29129 223007213T PM25-PRI 0.0005560928 ON-ROAD 2002
29133 223007515T PM25-PRI 8.21993e-05 ON-ROAD 2002
29139 223007119B PM25-PRI 0.0003269653 ON-ROAD 2002
29141 220102015B PM25-PRI 0.06 ON-ROAD 2002
29145 220102031B PM25-PRI 0.01 ON-ROAD 2002
29145 220108029T PM25-PRI 0.0002219018 ON-ROAD 2002
29149 220100115B PM25-PRI 0.06 ON-ROAD 2002
29149 223007313X PM25-PRI 0.33 ON-ROAD 2002
29151 220104019T PM25-PRI 0.0009534583 ON-ROAD 2002
29153 223007421T PM25-PRI 0.01 ON-ROAD 2002
29153 223007515X PM25-PRI 0.07 ON-ROAD 2002
29155 220104023X PM25-PRI 0.02 ON-ROAD 2002
29155 223007429T PM25-PRI 0.0066996044 ON-ROAD 2002
29155 223007527B PM25-PRI 0.0003341547 ON-ROAD 2002
29157 220102019X PM25-PRI 0.01 ON-ROAD 2002
29157 223007231B PM25-PRI 0.0001223095 ON-ROAD 2002
29159 220100119B PM25-PRI 0.01 ON-ROAD 2002
29165 220100121B PM25-PRI 0.09 ON-ROAD 2002
29165 220104027B PM25-PRI 0.06 ON-ROAD 2002
29165 220108023X PM25-PRI 0.02 ON-ROAD 2002
29165 223007319T PM25-PRI 0.0002575649 ON-ROAD 2002
29171 223000115X PM25-PRI 0.0030045221 ON-ROAD 2002
